no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
2706,peredaran darah,fungsi organ limfoid dalam produksi sel darah,bisa jelaskan tentang sel darah putih?,sel darah putih adalah komponen darah yang berfungsi sebagai sistem pertahanan tubuh terhadap infeksi.,kamu pasti pernah lihat: timus mengecil setelah masa anak-anak tapi tetap berfungsi dalam produksi sel t.,penting: kesehatan organ limfoid penting untuk sistem imun yang kuat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,38,102,69,6,14,lainnya,Mudah
2707,peredaran darah,fungsi organ limfoid dalam produksi sel darah,apa fungsi organ limfoid dalam produksi sel darah putih?,organ limfoid seperti sumsum tulang dan limpa berfungsi memproduksi sel darah putih untuk melawan penyakit.,timus mengecil setelah masa anak-anak tapi tetap berfungsi dalam produksi sel t.,kesehatan organ limfoid penting untuk sistem imun yang kuat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,56,107,60,9,15,apa,Sedang
2708,peredaran darah,fungsi organ limfoid dalam produksi sel darah,jelaskan sel darah putih!,sel darah putih adalah sel darah yang berperan melindungi tubuh dengan membasmi kuman dan bibit penyakit.,"misalnya, timus mengecil setelah masa anak-anak tapi tetap berfungsi dalam produksi sel t.","ingat ya, kesehatan organ limfoid penting untuk sistem imun yang kuat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,25,105,70,4,16,jelaskan,Mudah
2709,organ tubuh manusia dan hewan,organ-organ dalam sistem pencernaan dan f,apa itu pencernaan dan fungsinya?,pencernaan adalah proses mengubah makanan menjadi zat yang dapat diserap tubuh untuk menghasilkan energi.,kamu pasti pernah lihat: setiap organ bekerja secara koordinasi untuk mengolah makanan secara efisien.,penting: gangguan pada salah satu organ dapat mempengaruhi fungsi pencernaan keseluruhan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,33,105,89,5,14,apa,Mudah
2710,organ tubuh manusia dan hewan,organ-organ dalam sistem pencernaan dan f,bisa jelaskan tentang pencernaan dan fungsinya?,pencernaan berfungsi mengubah makanan menjadi sari-sari makanan yang bisa diserap usus dan digunakan tubuh.,setiap organ bekerja secara koordinasi untuk mengolah makanan secara efisien.,gangguan pada salah satu organ dapat mempengaruhi fungsi pencernaan keseluruhan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,47,107,80,6,14,lainnya,Mudah
2711,organ tubuh manusia dan hewan,organ-organ dalam sistem pencernaan dan f,jelaskan pencernaan dan fungsinya!,pencernaan adalah proses pengolahan makanan mulai dari mulut hingga usus agar zat gizi bisa diserap tubuh.,"misalnya, setiap organ bekerja secara koordinasi untuk mengolah makanan secara efisien.","ingat ya, gangguan pada salah satu organ dapat mempengaruhi fungsi pencernaan keseluruhan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,34,106,90,4,16,jelaskan,Mudah
2712,organ tubuh manusia dan hewan,organ-organ dalam sistem pencernaan dan f,sebutkan organ-organ dalam sistem pencernaan dan fungsinya!,organ pencernaan antara lain mulut untuk mengunyah lambung untuk mencerna usus halus untuk menyerap sari makanan dan usus besar untuk menyerap air.,setiap organ bekerja secara koordinasi untuk mengolah makanan secara efisien.,gangguan pada salah satu organ dapat mempengaruhi fungsi pencernaan keseluruhan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,59,147,80,7,22,sebutkan,Sedang
2713,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusia,sebutkan organ-organ utama dalam tubuh manusia!,organ utama tubuh manusia antara lain jantung paru-paru lambung hati ginjal dan otak.,setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.,koordinasi antar organ memastikan tubuh berfungsi dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,47,85,62,6,13,sebutkan,Mudah
2714,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusia,apa itu organ-organ utama dalam tubuh manusia?,organ utama tubuh manusia adalah organ penting yang menjalankan fungsi vital seperti jantung paru-paru otak dan ginjal.,setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.,koordinasi antar organ memastikan tubuh berfungsi dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,46,119,62,7,17,apa,Sedang
2715,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusia,jelaskan organ-organ utama dalam tubuh manusia!,organ utama tubuh manusia meliputi jantung yang memompa darah paru-paru untuk bernapas dan otak sebagai pusat kendali tubuh.,"misalnya, setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.","ingat ya, koordinasi antar organ memastikan tubuh berfungsi dengan baik.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,47,124,72,6,18,jelaskan,Mudah
2716,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusia,bisa jelaskan tentang organ-organ utama dalam tubuh manusia?,organ utama manusia antara lain jantung paru-paru otak ginjal dan lambung masing-masing dengan fungsi yang berbeda.,kamu pasti pernah lihat: setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.,penting: koordinasi antar organ memastikan tubuh berfungsi dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,60,115,71,8,16,lainnya,Sedang
2717,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem organ,apa itu perbedaan antara organ dan sistem organ?,organ adalah bagian tubuh dengan fungsi tertentu sedangkan sistem organ adalah kumpulan organ yang bekerja sama.,"paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.",pemahaman level organ dan sistem penting untuk fisiologi tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,48,112,63,8,16,apa,Sedang
2718,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem organ,apa saja perbedaan antara organ dan sistem organ?,organ adalah satu bagian tubuh seperti jantung sedangkan sistem organ adalah kumpulan organ yang bekerja bersama seperti sistem peredaran darah.,"kamu pasti pernah lihat: paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.",penting: pemahaman level organ dan sistem penting untuk fisiologi tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,49,144,72,8,20,apa,Sedang
2719,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem organ,jelaskan perbedaan antara organ dan sistem organ!,organ adalah bagian tubuh yang berdiri sendiri sedangkan sistem organ terdiri dari beberapa organ yang saling berhubungan.,"paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.",pemahaman level organ dan sistem penting untuk fisiologi tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,49,122,63,7,17,jelaskan,Sedang
2720,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem organ,sebutkan perbedaan antara organ dan sistem organ!,perbedaannya adalah organ merupakan satu kesatuan seperti paru-paru sedangkan sistem organ gabungan beberapa organ seperti sistem pernapasan.,"misalnya, paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.","ingat ya, pemahaman level organ dan sistem penting untuk fisiologi tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,49,141,73,7,17,sebutkan,Sedang
2721,sistem pernapasan,mekanisme kontrol pernapasan oleh otak,apa itu pernapasan oleh otak?,otak mengontrol pernapasan melalui pusat pernapasan di batang otak yang mengatur ritme bernapas.,"kamu pasti pernah lihat: saat kadar co2 tinggi, laju pernapasan meningkat untuk mengeluarkan lebih banyak co2.",penting: kontrol otomatis ini memastikan pernapasan disesuaikan dengan kebutuhan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,29,96,87,5,13,apa,Mudah
2722,sistem pernapasan,mekanisme kontrol pernapasan oleh otak,bisa jelaskan tentang pernapasan oleh otak?,otak mengatur kapan kita harus bernapas dengan mengirimkan sinyal ke otot pernapasan melalui batang otak.,"saat kadar co2 tinggi, laju pernapasan meningkat untuk mengeluarkan lebih banyak co2.",kontrol otomatis ini memastikan pernapasan disesuaikan dengan kebutuhan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,43,105,78,6,15,lainnya,Mudah
2723,sistem pernapasan,mekanisme kontrol pernapasan oleh otak,jelaskan pernapasan oleh otak!,pusat pernapasan di otak mengatur ritme dan kedalaman napas secara otomatis.,"misalnya, saat kadar co2 tinggi, laju pernapasan meningkat untuk mengeluarkan lebih banyak co2.","ingat ya, kontrol otomatis ini memastikan pernapasan disesuaikan dengan kebutuhan tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,30,76,88,4,11,jelaskan,Mudah
2724,sistem pernapasan,mekanisme kontrol pernapasan oleh otak,jelaskan mekanisme kontrol pernapasan oleh otak!,otak melalui batang otak mengatur otot pernapasan agar bernapas secara teratur sesuai kebutuhan tubuh.,"saat kadar co2 tinggi, laju pernapasan meningkat untuk mengeluarkan lebih banyak co2.",kontrol otomatis ini memastikan pernapasan disesuaikan dengan kebutuhan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,48,102,78,6,14,jelaskan,Mudah
2725,sistem pernapasan,fungsi otot antartulang rusuk dalam pernapasan,berikan contoh penggunaan atau kejadian yang berkaitan dengan otot antartulang rusuk!,saat menarik napas otot antartulang rusuk berkontraksi dan mengangkat tulang rusuk sehingga rongga dada membesar.,otot ini membantu gerak tulang rusuk saat bernapas.,otot antartulang rusuk harus dilatih agar kuat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,85,113,47,11,15,lainnya,Kompleks
2726,sistem pernapasan,fungsi otot antartulang rusuk dalam pernapasan,apa fungsi otot antartulang rusuk dalam sistem pernapasan?,otot antartulang rusuk berfungsi mengangkat dan menurunkan tulang rusuk saat bernapas sehingga udara bisa masuk dan keluar.,dada bergerak naik turun karena otot antartulang rusuk bekerja.,otot ini mendukung pernapasan dada.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,58,123,35,8,17,apa,Sedang
2727,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,apa fungsi otot?,otot berfungsi untuk menggerakkan tulang sehingga tubuh dapat bergerak.,otot lengan bekerja saat mengangkat benda.,otot yang sehat membantu aktivitas sehari-hari.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,16,71,47,3,9,apa,Mudah
2728,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,apa itu otot dan jenis-jenisnya?,otot adalah jaringan yang bisa berkontraksi dan terdiri dari tiga jenis yaitu otot rangka otot jantung dan otot polos.,"otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.",kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,32,118,85,5,19,apa,Mudah
2729,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,bisa jelaskan tentang otot dan jenis-jenisnya?,otot terbagi menjadi otot rangka yang menggerakkan tubuh otot jantung yang memompa darah dan otot polos pada organ dalam.,"kamu pasti pernah lihat: otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.",penting: kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,46,121,94,6,19,lainnya,Mudah
2730,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,apa fungsi otot dan jenis-jenisnya?,otot berfungsi menggerakkan tubuh memompa darah dan menggerakkan organ dalam sesuai jenisnya.,"otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.",kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,35,93,85,5,12,apa,Mudah
2731,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,jelaskan otot dan jenis-jenisnya!,otot dibedakan menjadi otot rangka untuk gerak tubuh otot jantung untuk memompa darah dan otot polos untuk organ dalam.,"misalnya, otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.","ingat ya, kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,33,119,95,4,19,jelaskan,Mudah
2732,alat pernapasan manusia dan hewan,pernapasan dada dan perut,bagaimana pernapasan perut terjadi dalam tubuh?,pernapasan perut terjadi saat diafragma berkontraksi turun ke bawah sehingga rongga dada membesar dan udara masuk.,perut membuncit saat menghirup dan masuk kembali saat menghembuskan napas.,pernapasan perut adalah mekanisme pernapasan yang lebih relaksasi dan efisien dalam kehidupan sehari-hari.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,47,114,106,6,16,bagaimana,Mudah
2733,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa itu pernapasan untuk kesehatan?,pernapasan yang baik sangat penting untuk kesehatan karena memastikan oksigen yang cukup masuk ke seluruh tubuh.,kamu pasti pernah lihat: teknik pernapasan yang tepat seperti yoga dan meditasi dapat meningkatkan kesejahteraan mental dan fisik.,penting: latihan pernapasan dapat dilakukan kapan saja dan dimana saja tanpa peralatan khusus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,112,94,5,16,apa,Mudah
2734,alat pernapasan manusia dan hewan,pernapasan dada dan perut,bisa jelaskan tentang pernapasan untuk kesehatan?,pernapasan yang sehat adalah pernapasan yang teratur dan dalam sehingga tubuh mendapat cukup oksigen.,teknik pernapasan yang tepat seperti yoga dan meditasi dapat meningkatkan kesejahteraan mental dan fisik.,latihan pernapasan dapat dilakukan kapan saja dan dimana saja tanpa peralatan khusus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,49,101,85,6,14,lainnya,Mudah
2735,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan pernapasan untuk kesehatan!,pernapasan yang sehat membantu tubuh mendapat oksigen cukup dan membuang karbon dioksida dengan baik.,"misalnya, teknik pernapasan yang tepat seperti yoga dan meditasi dapat meningkatkan kesejahteraan mental dan fisik.","ingat ya, latihan pernapasan dapat dilakukan kapan saja dan dimana saja tanpa peralatan khusus.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,36,101,95,4,14,jelaskan,Mudah
2736,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan pernapasan dada dan perut!,pernapasan dada menggunakan otot antartulang rusuk sedangkan pernapasan perut menggunakan gerakan diafragma.,"saat inspirasi, tulang rusuk bergerak ke atas dan ke luar, membuat ruang dada lebih besar.",pernapasan dada adalah tipe pernapasan yang lebih dalam dan efisien untuk aktivitas fisik berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,108,96,5,12,jelaskan,Mudah
2737,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan mekanisme pernapasan dada!,saat pernapasan dada otot antartulang rusuk berkontraksi sehingga tulang rusuk terangkat dan udara masuk ke paru-paru.,"misalnya, saat inspirasi, tulang rusuk bergerak ke atas dan ke luar, membuat ruang dada lebih besar.","ingat ya, pernapasan dada adalah tipe pernapasan yang lebih dalam dan efisien untuk aktivitas fisik berat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,35,118,106,4,16,jelaskan,Mudah
2738,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa itu mekanisme pernapasan dada?,mekanisme pernapasan dada adalah proses bernapas yang menggunakan gerakan tulang rusuk dengan bantuan otot antartulang rusuk.,"saat inspirasi, tulang rusuk bergerak ke atas dan ke luar, membuat ruang dada lebih besar.",pernapasan dada adalah tipe pernapasan yang lebih dalam dan efisien untuk aktivitas fisik berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,34,125,96,5,16,apa,Mudah
2739,alat pernapasan manusia dan hewan,pernapasan dada dan perut,bisa jelaskan tentang mekanisme pernapasan dada?,pernapasan dada terjadi saat otot antartulang rusuk mengangkat tulang rusuk sehingga dada mengembang dan udara masuk.,"kamu pasti pernah lihat: saat inspirasi, tulang rusuk bergerak ke atas dan ke luar, membuat ruang dada lebih besar.",penting: pernapasan dada adalah tipe pernapasan yang lebih dalam dan efisien untuk aktivitas fisik berat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,48,117,105,6,16,lainnya,Mudah
2740,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa fungsi pernapasan dada dan perut?,pernapasan dada dan perut berfungsi memasukkan udara ke paru-paru dengan cara yang berbeda namun dengan tujuan yang sama.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk paru-paru.",kedua jenis pernapasan ini adalah mekanisme normal tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,37,121,57,6,18,apa,Mudah
2741,alat pernapasan manusia dan hewan,pernapasan dada dan perut,kenapa pernapasan dada dan perut itu penting?,pernapasan dada dan perut penting karena keduanya memastikan oksigen masuk ke paru-paru dengan baik.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk paru-paru.",memahami peran pernapasan dada dan perut membantu kita mengerti pernapasan dada dan perut,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,100,89,7,14,lainnya,Sedang
2742,alat pernapasan manusia dan hewan,pernapasan dada dan perut,mengapa pernapasan dada digunakan saat melakukan aktivitas berat?,pernapasan dada digunakan saat aktivitas berat karena membantu memasukkan lebih banyak udara ke paru-paru dengan cepat.,"saat berlari atau olahraga, napas menjadi lebih dalam dan cepat karena aktivasi pernapasan dada.",adaptasi ini menunjukkan bagaimana tubuh menyesuaikan diri dengan kebutuhan energi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,65,119,83,8,16,mengapa,Sedang
2743,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan tentang pernapasan dada dan perut!,pernapasan dada menggerakkan tulang rusuk sedangkan pernapasan perut menggerakkan diafragma untuk memasukkan udara.,pernapasan dada dan perut adalah bagian penting dari pernapasan dada dan perut.,kedua jenis pernapasan ini adalah mekanisme normal tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,43,115,57,6,13,jelaskan,Mudah
2744,alat pernapasan manusia dan hewan,pernapasan dada dan perut,sebutkan pernapasan dada dan perut!,dua jenis pernapasan adalah pernapasan dada yang menggunakan tulang rusuk dan pernapasan perut yang menggunakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk paru-paru.",kedua jenis pernapasan ini adalah mekanisme normal tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,122,57,5,16,sebutkan,Mudah
2745,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan karakteristik pernapasan dada dan perut!,pernapasan dada ditandai dengan naiknya dada saat menarik napas sedangkan pernapasan perut ditandai dengan mengembangnya perut.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk paru-paru.",kedua jenis pernapasan ini adalah mekanisme normal tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,49,127,57,6,16,jelaskan,Mudah
2746,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa itu pernapasan dada dan perut?,pernapasan dada adalah bernapas menggunakan gerakan tulang rusuk sedangkan pernapasan perut menggunakan gerakan diafragma.,"misalnya, pada pernapasan dada, tulang rusuk terangkat saat menghirup udara, pada pernapasan perut, perut membuncit.","ingat ya, kedua mekanisme pernapasan ini bekerja secara bersamaan dalam tubuh kita.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,34,122,83,6,14,apa,Mudah
2747,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa perbedaan pernapasan dada dan pernapasan perut?,pernapasan dada menggunakan otot antartulang rusuk sedangkan pernapasan perut menggunakan diafragma.,"pada pernapasan dada, tulang rusuk terangkat saat menghirup udara, pada pernapasan perut, perut membuncit.",kedua mekanisme pernapasan ini bekerja secara bersamaan dalam tubuh kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,51,100,73,7,11,apa,Sedang
2748,alat pernapasan manusia dan hewan,pernapasan dada dan perut,bisa jelaskan tentang pernapasan dada dan perut?,pernapasan dada melibatkan gerakan tulang rusuk sementara pernapasan perut melibatkan gerakan diafragma untuk menarik napas.,"kamu pasti pernah lihat: pada pernapasan dada, tulang rusuk terangkat saat menghirup udara, pada pernapasan perut, perut membuncit.",penting: kedua mekanisme pernapasan ini bekerja secara bersamaan dalam tubuh kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,48,124,82,7,15,lainnya,Sedang
2749,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa yang kamu tahu tentang pernapasan dada dan perut?,pernapasan dada menggerakkan dada saat bernapas sedangkan pernapasan perut menggerakkan bagian perut.,"pada pernapasan dada, tulang rusuk terangkat saat menghirup udara, pada pernapasan perut, perut membuncit.",kedua mekanisme pernapasan ini bekerja secara bersamaan dalam tubuh kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,53,101,73,9,12,apa,Sedang
2750,alat tubuh manusia dan hewan,pernapasan dada dan perut,apa itu apa perbedaan pernapasan dada dan pernapasan perut?,pernapasan dada menggunakan otot antartulang rusuk sedangkan pernapasan perut menggunakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,59,100,70,9,11,apa,Sedang
2751,alat tubuh manusia dan hewan,pernapasan dada dan perut,bagaimana perbedaan pernapasan dada dan pernapasan perut?,perbedaannya terletak pada otot yang digunakan: pernapasan dada menggunakan otot tulang rusuk dan pernapasan perut menggunakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,57,137,70,7,17,bagaimana,Sedang
2752,alat tubuh manusia dan hewan,pernapasan dada dan perut,apa yang membedakan pernapasan dada dan pernapasan perut?,yang membedakan adalah otot yang berperan: pernapasan dada menggunakan otot antartulang rusuk dan pernapasan perut menggunakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,57,137,70,8,17,apa,Sedang
2753,organ tubuh manusia dan hewan,pernapasan dada dan perut,apa yang membedakan pernapasan dada dan pernapasan perut.,perbedaannya adalah otot yang bekerja: pernapasan dada menggunakan otot tulang rusuk sedangkan pernapasan perut menggunakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,57,134,70,8,16,apa,Sedang
2754,organ tubuh manusia dan hewan,pernapasan dada dan perut,bagaimana perbedaan pernapasan dada dan pernapasan perut.,pernapasan dada menggerakkan tulang rusuk sedangkan pernapasan perut menggerakkan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,57,92,70,7,10,bagaimana,Sedang
2755,organ tubuh manusia dan hewan,pernapasan dada dan perut,jelaskan perbedaan pernapasan dada dan pernapasan perut.,pernapasan dada terjadi dengan gerakan tulang rusuk sedangkan pernapasan perut terjadi dengan gerakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,56,112,70,7,14,jelaskan,Sedang
2756,alat pernapasan manusia dan hewan,pernapasan dada dan perut,manakah mekanisme pernapasan yang lebih sering digunakan saat istirahat?,saat istirahat pernapasan perut lebih sering digunakan karena lebih santai dan tidak memerlukan banyak energi.,"saat kita tidur atau duduk santai, pernapasan perut yang dominan bekerja.",pemahaman ini penting untuk teknik relaksasi dan manajemen stres.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,72,110,65,9,15,lainnya,Sedang
2757,organ tubuh manusia dan hewan,fungsi pankreas dan perannya dalam metabo,apa itu perannya dalam metabolisme?,pankreas berperan dalam metabolisme dengan menghasilkan enzim pencernaan dan hormon insulin untuk mengatur gula darah.,gangguan produksi insulin menyebabkan diabetes mellitus tipe 1.,kesehatan pankreas dapat dijaga dengan diet sehat dan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,35,118,71,5,15,apa,Mudah
2758,organ tubuh manusia dan hewan,fungsi pankreas dan perannya dalam metabo,bisa jelaskan tentang perannya dalam metabolisme?,pankreas berperan dalam metabolisme dengan memproduksi insulin dan enzim yang membantu pencernaan dan pengaturan energi.,kamu pasti pernah lihat: gangguan produksi insulin menyebabkan diabetes mellitus tipe 1.,penting: kesehatan pankreas dapat dijaga dengan diet sehat dan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,49,120,80,6,15,lainnya,Mudah
2759,organ tubuh manusia dan hewan,fungsi pankreas dan perannya dalam metabo,jelaskan perannya dalam metabolisme!,pankreas menghasilkan insulin untuk metabolisme gula dan enzim untuk membantu mencerna makanan.,"misalnya, gangguan produksi insulin menyebabkan diabetes mellitus tipe 1.","ingat ya, kesehatan pankreas dapat dijaga dengan diet sehat dan olahraga teratur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,36,95,81,4,12,jelaskan,Mudah
2760,organ tubuh manusia dan hewan,fungsi pankreas dan perannya dalam metabo,jelaskan fungsi pankreas dan perannya dalam metabolisme!,pankreas menghasilkan enzim pencernaan dan hormon insulin yang berfungsi mengatur kadar gula darah dalam tubuh.,gangguan produksi insulin menyebabkan diabetes mellitus tipe 1.,kesehatan pankreas dapat dijaga dengan diet sehat dan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,56,111,71,7,15,jelaskan,Sedang
2761,sistem pernapasan,paru-paru,paru-paru itu organ apa sih sebenarnya?,paru-paru adalah organ pernapasan yang berfungsi menukar oksigen dan karbon dioksida di dalam tubuh.,"setiap napas, paru membesar. kalau nafas dalam, paru-paru lebih terisi. jadi untuk kesehatan paru, sebaiknya latih napas dalam.","orang yang merokok, paru-parunya rusak. makanya berhenti merokok itu penting banget.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,39,100,84,6,14,lainnya,Mudah
2762,alat tubuh manusia dan hewan,fungsi paru-paru,apa perbedaan antara paru-paru kanan dan kiri?,paru-paru kanan memiliki tiga gelambir sedangkan paru-paru kiri memiliki dua gelambir karena sisi kiri berbagi ruang dengan jantung.,"meski berbeda ukuran, kedua paru-paru melakukan fungsi pernapasan yang sama.",asimetri ini adalah adaptasi anatomis untuk tempat jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,46,132,59,7,18,apa,Sedang
2763,alat tubuh manusia dan hewan,fungsi paru-paru,jelaskan kanan dan kiri!,paru-paru kanan mempunyai tiga lobus dan paru-paru kiri mempunyai dua lobus karena posisi jantung di sebelah kiri.,"misalnya, meski berbeda ukuran, kedua paru-paru melakukan fungsi pernapasan yang sama.","ingat ya, asimetri ini adalah adaptasi anatomis untuk tempat jantung.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,24,114,69,4,17,jelaskan,Mudah
