no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
2576,alat pernapasan manusia dan hewan,pernapasan dada dan perut,apa yang dimaksud dengan digunakan saat istirahat?,"diafragma adalah otot di bawah paru-paru yang berkontraksi, mendorong organ di rongga perut ke bawah, mengakibatkan rongga dada membesar dan udara masuk ke paru-paru.","saat kita tidur atau duduk santai, pernapasan perut yang dominan bekerja.",pemahaman ini penting untuk teknik relaksasi dan manajemen stres.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2577,alat pernapasan manusia dan hewan,pernapasan dada dan perut,manakah mekanisme pernapasan yang lebih sering digunakan saat istirahat?,"pada pernapasan dada, otot-otot antar tulang rusuk berkontraksi menyebabkan tulang rusuk terangkat, rongga dada membesar, tekanan udara menurun, dan udara masuk ke paru-paru.","saat kita tidur atau duduk santai, pernapasan perut yang dominan bekerja.",pemahaman ini penting untuk teknik relaksasi dan manajemen stres.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
2578,alat pernapasan manusia dan hewan,pernapasan dada dan perut,jelaskan digunakan saat istirahat!,"diafragma adalah otot di bawah paru-paru yang berkontraksi, mendorong organ di rongga perut ke bawah, mengakibatkan rongga dada membesar dan udara masuk ke paru-paru.","misalnya, saat kita tidur atau duduk santai, pernapasan perut yang dominan bekerja.","ingat ya, pemahaman ini penting untuk teknik relaksasi dan manajemen stres.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2579,sistem pernapasan,organ pernapasan pada hewan,apa fungsi pernapasan perut dalam sistem pernapasan?,bernapas di taman yang sejuk merupakan contoh mendapatkan udara bersih.,perut tampak bergerak saat kita bernapas dalam.,pernapasan perut membuat paru-paru bekerja lebih luas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2580,"gaya, gerak, dan energi",perpindahan energi,jelaskan ke tempat lain!,"perpindahan energi: konduksi (melalui kontak), konveksi (melalui aliran fluida), radiasi (melalui gelombang elektromagnetik).","misalnya, pemahaman perpindahan energi penting untuk desain sistem efisien.","ingat ya, setiap metode perpindahan memiliki karakteristik dan aplikasi berbeda.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2581,"gaya, gerak, dan energi",perpindahan energi,bagaimana cara energi berpindah dari satu tempat ke tempat lain?,"perpindahan energi: konduksi (melalui kontak), konveksi (melalui aliran fluida), radiasi (melalui gelombang elektromagnetik).",pemahaman perpindahan energi penting untuk desain sistem efisien.,setiap metode perpindahan memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2582,"gaya, gerak, dan energi",perpindahan energi,apa itu ke tempat lain?,"perpindahan energi: konduksi (melalui kontak), konveksi (melalui aliran fluida), radiasi (melalui gelombang elektromagnetik).",pemahaman perpindahan energi penting untuk desain sistem efisien.,setiap metode perpindahan memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2583,"gaya, gerak, dan energi",perpindahan energi,bisa jelaskan tentang ke tempat lain?,"perpindahan energi: konduksi (melalui kontak), konveksi (melalui aliran fluida), radiasi (melalui gelombang elektromagnetik).",kamu pasti pernah lihat: pemahaman perpindahan energi penting untuk desain sistem efisien.,penting: setiap metode perpindahan memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2584,air,siklus air,apa yang dimaksud daur air?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.","air menguap, membentuk awan, lalu turun sebagai hujan.",air selalu bergerak dalam siklus alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2585,air,siklus air,apa pengertian daur air?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air menguap, membentuk awan, lalu turun sebagai hujan.",air selalu bergerak dalam siklus alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2586,air,siklus air,jelaskan daur air.,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air menguap, membentuk awan, lalu turun sebagai hujan.",air selalu bergerak dalam siklus alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2587,sistem pernapasan,memberikan pertolongan pada korban,apa itu pada korban tersedak?,"pertolongan tersedak (heimlich maneuver): berdiri di belakang, genggam kepalan di atas pusar, dorong cepat ke atas dan dalam untuk mengeluarkan benda di trakea.",kamu pasti pernah lihat: tindakan ini efektif untuk obstruksi jalan napas yang mengancam nyawa.,penting: pengetahuan pertolongan pertama tersedak dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
2588,sistem pernapasan,memberikan pertolongan pada korban,bagaimana cara memberikan pertolongan pada korban tersedak?,"pertolongan tersedak (heimlich maneuver): berdiri di belakang, genggam kepalan di atas pusar, dorong cepat ke atas dan dalam untuk mengeluarkan benda di trakea.",tindakan ini efektif untuk obstruksi jalan napas yang mengancam nyawa.,pengetahuan pertolongan pertama tersedak dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2589,sistem pernapasan,memberikan pertolongan pada korban,jelaskan pada korban tersedak!,"pertolongan tersedak (heimlich maneuver): berdiri di belakang, genggam kepalan di atas pusar, dorong cepat ke atas dan dalam untuk mengeluarkan benda di trakea.","misalnya, tindakan ini efektif untuk obstruksi jalan napas yang mengancam nyawa.","ingat ya, pengetahuan pertolongan pertama tersedak dapat menyelamatkan nyawa.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2590,sistem pernapasan,memberikan pertolongan pada korban,bisa jelaskan tentang pada korban tersedak?,"pertolongan tersedak (heimlich maneuver): berdiri di belakang, genggam kepalan di atas pusar, dorong cepat ke atas dan dalam untuk mengeluarkan benda di trakea.",tindakan ini efektif untuk obstruksi jalan napas yang mengancam nyawa.,pengetahuan pertolongan pertama tersedak dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2591,sistem pernapasan,organ pernapasan pada hewan,berikan contoh penggunaan atau kejadian yang berkaitan dengan alveolus!,bernapas di taman yang sejuk merupakan contoh mendapatkan udara bersih.,alveolus menjadi tempat pertukaran gas.,alveolus sangat penting untuk pertukaran gas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
2592,sistem pernapasan,mekanisme pertukaran gas di paru-paru dan,apa itu paru-paru dan jaringan?,"pertukaran gas paru-paru (paru-paru ke darah): o2 berdifusi masuk alveolus ke kapiler paru-paru. pertukaran gas jaringan (darah ke sel): o2 keluar dari darah masuk sel, co2 keluar dari sel masuk darah.",kamu pasti pernah lihat: gradien konsentrasi menyebabkan difusi spontan tanpa memerlukan energi.,penting: efisiensi pertukaran gas memastikan setiap sel mendapat oksigen yang cukup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2593,sistem pernapasan,mekanisme pertukaran gas di paru-paru dan,bisa jelaskan tentang paru-paru dan jaringan?,"pertukaran gas paru-paru (paru-paru ke darah): o2 berdifusi masuk alveolus ke kapiler paru-paru. pertukaran gas jaringan (darah ke sel): o2 keluar dari darah masuk sel, co2 keluar dari sel masuk darah.",gradien konsentrasi menyebabkan difusi spontan tanpa memerlukan energi.,efisiensi pertukaran gas memastikan setiap sel mendapat oksigen yang cukup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2594,sistem pernapasan,mekanisme pertukaran gas di paru-paru dan,jelaskan paru-paru dan jaringan!,"pertukaran gas paru-paru (paru-paru ke darah): o2 berdifusi masuk alveolus ke kapiler paru-paru. pertukaran gas jaringan (darah ke sel): o2 keluar dari darah masuk sel, co2 keluar dari sel masuk darah.","misalnya, gradien konsentrasi menyebabkan difusi spontan tanpa memerlukan energi.","ingat ya, efisiensi pertukaran gas memastikan setiap sel mendapat oksigen yang cukup.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2595,sistem pernapasan,mekanisme pertukaran gas di paru-paru dan,jelaskan mekanisme pertukaran gas di paru-paru dan jaringan!,"pertukaran gas paru-paru (paru-paru ke darah): o2 berdifusi masuk alveolus ke kapiler paru-paru. pertukaran gas jaringan (darah ke sel): o2 keluar dari darah masuk sel, co2 keluar dari sel masuk darah.",gradien konsentrasi menyebabkan difusi spontan tanpa memerlukan energi.,efisiensi pertukaran gas memastikan setiap sel mendapat oksigen yang cukup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2596,benda dan sifatnya,perubahan fisika,jelaskan tentang perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",perubahan fisika adalah bagian penting dari perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2597,benda dan sifatnya,perubahan fisika,apa itu perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: es mencair menjadi air adalah contoh perubahan fisika.,penting: perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2598,benda dan sifatnya,perubahan fisika,bisa jelaskan tentang perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: es mencair menjadi air adalah contoh perubahan fisika.,penting: perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2599,benda dan sifatnya,perubahan fisika,jelaskan karakteristik perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2600,benda dan sifatnya,perubahan fisika,jelaskan perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, perubahan fisika adalah bagian penting dari perubahan fisika.","ingat ya, perubahan fisika tidak menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2601,benda dan sifatnya,perubahan fisika,apa yang kamu tahu tentang perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2602,benda dan sifatnya,perubahan fisika,coba ceritakan tentang perubahan fisika.,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: perubahan fisika adalah bagian penting dari perubahan fisika.,penting: perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2603,benda dan sifatnya,perubahan fisika,sebutkan perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2604,benda dan sifatnya,perubahan fisika,menurutmu apa itu perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, es mencair menjadi air adalah contoh perubahan fisika.","ingat ya, perubahan fisika tidak menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2605,benda dan sifatnya,perubahan fisika,apa maksud dari perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2606,benda dan sifatnya,perubahan fisika,jelaskan tentang perubahan fisika.,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",perubahan fisika adalah bagian penting dari perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2607,benda dan sifatnya,perubahan fisika,apa yang dimaksud dengan perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, es mencair menjadi air adalah contoh perubahan fisika.","ingat ya, perubahan fisika tidak menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2608,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan fisika?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2609,benda dan sifatnya,perubahan benda,bagaimana penjelasan perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2610,benda dan sifatnya,perubahan benda,bisakah kamu menjelaskan perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2611,benda dan sifatnya,perubahan benda,apa pengertian perubahan fisika.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2612,benda dan sifatnya,perubahan benda,bagaimana definisi perubahan fisika.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2613,benda dan sifatnya,perubahan benda,jelaskan apa itu perubahan fisika.,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2614,benda dan sifatnya,perubahan benda,apa pengertian perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2615,benda dan sifatnya,perubahan benda,apa itu definisi perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2616,benda dan sifatnya,perubahan benda,bisa jelaskan perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2617,benda dan sifatnya,perubahan benda,bagaimana bisakah kamu menjelaskan perubahan fisika?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2618,benda dan sifatnya,perubahan benda,apa itu bisakah kamu menjelaskan perubahan fisika?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2619,benda dan sifatnya,perubahan benda,kenapa bisakah kamu menjelaskan perubahan fisika itu penting?,air tersebut akan berubah menjadi uap air; peristiwa ini disebut menguap.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2620,benda dan sifatnya,perubahan fisika,apa itu dengan perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","kamu pasti pernah lihat: es mencair menjadi air adalah contoh perubahan fisika, air masih tetap h2o.",penting: perubahan fisika bersifat reversibel atau dapat dikembalikan ke kondisi semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2621,benda dan sifatnya,perubahan fisika,bisa jelaskan tentang dengan perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","es mencair menjadi air adalah contoh perubahan fisika, air masih tetap h2o.",perubahan fisika bersifat reversibel atau dapat dikembalikan ke kondisi semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2622,benda dan sifatnya,perubahan fisika,jelaskan dengan perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, es mencair menjadi air adalah contoh perubahan fisika, air masih tetap h2o.","ingat ya, perubahan fisika bersifat reversibel atau dapat dikembalikan ke kondisi semula.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2623,benda dan sifatnya,perubahan fisika,jelaskan apa yang dimaksud dengan perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","es mencair menjadi air adalah contoh perubahan fisika, air masih tetap h2o.",perubahan fisika bersifat reversibel atau dapat dikembalikan ke kondisi semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2624,benda dan sifatnya,perubahan fisika,mengapa perubahan fisika dapat dibalik?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","air yang dibekukan kembali menjadi es, menunjukkan reversibilitas perubahan fisika.",kemampuan balik ini membedakan perubahan fisika dari perubahan kimia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2625,benda dan sifatnya,perubahan fisika,apa itu fisika dapat dibalik?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","kamu pasti pernah lihat: air yang dibekukan kembali menjadi es, menunjukkan reversibilitas perubahan fisika.",penting: kemampuan balik ini membedakan perubahan fisika dari perubahan kimia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2626,benda dan sifatnya,perubahan fisika,apa yang dimaksud dengan fisika dapat dibalik?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","air yang dibekukan kembali menjadi es, menunjukkan reversibilitas perubahan fisika.",kemampuan balik ini membedakan perubahan fisika dari perubahan kimia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
2627,benda dan sifatnya,perubahan fisika,jelaskan fisika dapat dibalik!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, air yang dibekukan kembali menjadi es, menunjukkan reversibilitas perubahan fisika.","ingat ya, kemampuan balik ini membedakan perubahan fisika dari perubahan kimia.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2628,benda dan sifatnya,perubahan fisika,apa fungsi perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2629,benda dan sifatnya,perubahan fisika,perubahan fisika itu apa?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, es mencair menjadi air adalah contoh perubahan fisika.","ingat ya, perubahan fisika tidak menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2630,benda dan sifatnya,perubahan fisika,apa sebenarnya perubahan fisika itu?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: es mencair menjadi air adalah contoh perubahan fisika.,penting: perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2631,benda dan sifatnya,perubahan fisika,tolong jelaskan perubahan fisika.,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2632,benda dan sifatnya,perubahan fisika,kenapa perubahan fisika itu penting?,"contoh perubahan fisika: es mencair, air menguap, kertas dipotong, kayu dirancang, logam dibentuk, kaca pecah, dan garam larut dalam air.",es mencair menjadi air adalah contoh perubahan fisika.,memahami peran perubahan fisika membantu kita mengerti perubahan fisika,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2633,benda dan sifatnya,perubahan fisika,apa arti dari perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",es mencair menjadi air adalah contoh perubahan fisika.,memahami peran perubahan fisika membantu kita mengerti perubahan fisika,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2634,benda dan sifatnya,perubahan fisika,bagaimana menjelaskan perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: es mencair menjadi air adalah contoh perubahan fisika.,penting: memahami peran perubahan fisika membantu kita mengerti perubahan fisika,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
2635,benda dan sifatnya,perubahan fisika,bisa jelaskan apa itu perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, es mencair menjadi air adalah contoh perubahan fisika.","ingat ya, memahami peran perubahan fisika membantu kita mengerti perubahan fisika.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2636,benda dan sifatnya,perubahan fisika,apa itu perubahan fisika terjadi?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.",kamu pasti pernah lihat: pemanasan es menyebabkan es berubah menjadi air karena energi panas memecah ikatan kristal es.,penting: energi yang ditambahkan pada proses perubahan fisika tidak menciptakan ikatan kimia baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
2637,benda dan sifatnya,perubahan fisika,jelaskan perubahan fisika terjadi!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, pemanasan es menyebabkan es berubah menjadi air karena energi panas memecah ikatan kristal es.","ingat ya, energi yang ditambahkan pada proses perubahan fisika tidak menciptakan ikatan kimia baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
