no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
1986,organ tubuh manusia dan hewan,sistem reproduksi manusia dan organ-,"coba jelaskan, apa sih manusia dan organ-organnya?","sistem reproduksi pria: testis, penis, prostat.","kamu pasti pernah lihat: hormon seks (testosteron, estrogen, progesteron) mengontrol perkembangan dan fungsi reproduksi.",penting: kesehatan reproduksi penting untuk fertilitas dan kesehatan umum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1987,organ tubuh manusia dan hewan,gangguan atau penyakit pada organ-or,"coba jelaskan, apa sih pada organ-organ utama?","penyakit organ: jantung koroner, stroke, diabetes (pankreas), pneumonia (paru-paru), hepatitis (hati), gagal ginjal, alzheimer (otak), osteoporosis (tulang).",kamu pasti pernah lihat: banyak penyakit organ dapat dicegah atau ditunda dengan gaya hidup sehat.,penting: deteksi dini penyakit organ meningkatkan efektivitas pengobatan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1988,organ tubuh manusia dan hewan,fungsi kelenjar-kelenjar dalam tubuh manusia,apa fungsi kelenjar-kelenjar dalam tubuh manusia?,"kelenjar: organ yang menghasilkan dan mengeluarkan zat khusus. jenis: kelenjar endokrin (menghasilkan hormon), kelenjar eksokrin (menghasilkan enzim, keringat, air liur).","kelenjar tiroid menghasilkan hormon yang mengatur metabolisme, kelenjar keringat mengeluarkan keringat untuk pendinginan.",kesehatan kelenjar endokrin vital untuk berbagai fungsi tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1989,organ tubuh manusia dan hewan,fungsi pankreas dan perannya dalam m,"coba jelaskan, apa sih perannya dalam metabolisme?","pankreas: organ yang menghasilkan insulin (mengatur gula darah) dan enzim pencernaan (amilase, lipase, protease).",kamu pasti pernah lihat: gangguan produksi insulin menyebabkan diabetes mellitus tipe 1.,penting: kesehatan pankreas dapat dijaga dengan diet sehat dan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1990,organ tubuh manusia dan hewan,struktur dan fungsi lambung,"coba jelaskan, apa sih dan fungsi lambung?","lambung: organ berbentuk kantung, menyimpan makanan, menghancurkan secara mekanis dan kimiawi, menghasilkan asam lambung dan enzim pepsin.",kamu pasti pernah lihat: makanan dapat berada di lambung 3-4 jam untuk dicerna menjadi chyme (makanan setengah cair).,penting: kesehatan lambung penting untuk pencernaan yang efisien.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1991,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,apa itu otot dan jenis-jenisnya?,otot: jaringan yang berkontraksi untuk gerak.,"otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.",kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1992,organ tubuh manusia dan hewan,fungsi kulit dalam tubuh,apa fungsi kulit dalam tubuh?,"kulit: organ terbesar, melindungi dari infeksi dan kerusakan, regulasi suhu, sensasi sentuhan, produksi vitamin d.","kulit manusia memiliki tiga lapis: epidermis, dermis, hipodermal dengan total luas 2 mÃ¢Â².",perawatan kulit yang baik mencegah infeksi dan menjaga elastisitas kulit.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1993,organ tubuh manusia dan hewan,fungsi kulit dalam tubuh,"coba jelaskan, apa sih kulit dalam tubuh?","kulit: organ terbesar, melindungi dari infeksi dan kerusakan, regulasi suhu, sensasi sentuhan, produksi vitamin d.","kamu pasti pernah lihat: kulit manusia memiliki tiga lapis: epidermis, dermis, hipodermal dengan total luas 2 mÃ¢Â².",penting: perawatan kulit yang baik mencegah infeksi dan menjaga elastisitas kulit.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1994,organ tubuh manusia dan hewan,fungsi kelenjar-kelenjar dalam tubuh manu,jelaskan dalam tubuh manusia!,"kelenjar: organ yang menghasilkan dan mengeluarkan zat khusus. jenis: kelenjar endokrin (menghasilkan hormon), kelenjar eksokrin (menghasilkan enzim, keringat, air liur).","misalnya, kelenjar tiroid menghasilkan hormon yang mengatur metabolisme, kelenjar keringat mengeluarkan keringat untuk pendinginan.","ingat ya, kesehatan kelenjar endokrin vital untuk berbagai fungsi tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1995,organ tubuh manusia dan hewan,hormon dan fungsinya dalam t,jelaskan fungsinya dalam tubuh!,"hormon: zat kimia yang dihasilkan kelenjar endokrin, mengatur berbagai fungsi tubuh (pertumbuhan, reproduksi, metabolisme, stres). transportasi melalui aliran darah.","misalnya, insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.","ingat ya, keseimbangan hormon penting untuk kesehatan fisik dan mental.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1996,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusi,jelaskan dalam tubuh manusia!,"organ utama manusia: jantung (pompa darah), paru-paru (pernapasan), hati (detoksifikasi dan metabolisme), ginjal (penyaring darah), otak (pusat kontrol), lambung (pencernaan), usus halus (penyerapan), otot dan tulang (gerak dan dukungan).","misalnya, setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.","ingat ya, koordinasi antar organ memastikan tubuh berfungsi dengan baik.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1997,organ tubuh manusia dan hewan,sistem imun tubuh melawan penyakit,jelaskan tubuh melawan penyakit!,"sistem imun: pertahanan tubuh terhadap patogen, terdiri dari sel darah putih, antibodi, dan organ limfoid. respon imun: spesifik (adaptif) dan non-spesifik (innate).","misalnya, vaksin melatih sistem imun untuk mengenali patogen sebelum infeksi nyata terjadi.","ingat ya, sistem imun yang kuat dapat mencegah berbagai penyakit infeksi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1998,organ tubuh manusia dan hewan,sistem saraf pusat dan sistem saraf,apa itu sistem saraf tepi?,"sistem saraf pusat: otak dan sumsum tulang belakang, mengontrol semua fungsi tubuh.","saraf sensoris membawa informasi dari indera ke otak, saraf motoris membawa perintah dari otak ke otot.",koordinasi antara kedua sistem memungkinkan respons tubuh terhadap lingkungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1999,organ tubuh manusia dan hewan,hormon dan fungsinya dalam t,"coba jelaskan, apa sih fungsinya dalam tubuh?","hormon: zat kimia yang dihasilkan kelenjar endokrin, mengatur berbagai fungsi tubuh (pertumbuhan, reproduksi, metabolisme, stres).","kamu pasti pernah lihat: insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.",penting: keseimbangan hormon penting untuk kesehatan fisik dan mental.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2000,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem or,jelaskan dan sistem organ!,"organ: struktur tunggal yang terdiri dari beberapa jaringan. sistem organ: beberapa organ yang bekerja sama untuk fungsi tertentu (contoh: sistem pencernaan terdiri dari mulut, esofagus, lambung, usus halus, usus besar).","misalnya, paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.","ingat ya, pemahaman level organ dan sistem penting untuk fisiologi tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2001,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,jelaskan otot dan jenis-jenisnya!,"otot: jaringan yang berkontraksi untuk gerak. jenis: otot rangka (gerak sadar), otot polos (gerak organ internal), otot jantung (detak jantung).","misalnya, otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.","ingat ya, kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2002,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,"coba jelaskan, apa sih dalam tubuh manusia?","paru-paru: organ pernapasan yang melakukan pertukaran gas (oÃ¢â€šâ€š masuk, coÃ¢â€šâ€š keluar).",kamu pasti pernah lihat: pernapasan memasukkan oÃ¢â€šâ€š dan mengeluarkan coÃ¢â€šâ€š di alveolus paru-paru.,penting: kapasitas paru-paru dapat dilatih dengan olahraga teratur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2003,organ tubuh manusia dan hewan,struktur dan fungsi hati,"coba jelaskan, apa sih dan fungsi hati?",hati: organ terbesar dalam tubuh (1-1.,kamu pasti pernah lihat: hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,penting: menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2004,organ tubuh manusia dan hewan,fungsi otot dan jenis-jenisnya,"coba jelaskan, apa sih otot dan jenis-jenisnya?",otot: jaringan yang berkontraksi untuk gerak.,"kamu pasti pernah lihat: otot rangka dapat dilatih untuk menjadi lebih kuat, otot polos bekerja otomatis tanpa kontrol sadar.",penting: kombinasi otot dan tulang menghasilkan sistem muskuloskeletal untuk gerak dan postur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2005,organ tubuh manusia dan hewan,fungsi ginjal dan bagaimana cara kerjanya,jelaskan bagaimana cara kerjanya!,"ginjal: menyaring darah menghasilkan urin, menjaga keseimbangan air dan garam, mengatur tekanan darah, menghasilkan hormon. setiap orang memiliki dua ginjal.","misalnya, ginjal menyaring 1.5 liter darah setiap menit dan menghasilkan 1-2 liter urin per hari.","ingat ya, penyakit ginjal dapat dicegah dengan minum air cukup dan hidup sehat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2006,organ tubuh manusia dan hewan,struktur dan fungsi lambung,jelaskan dan fungsi lambung!,"lambung: organ berbentuk kantung, menyimpan makanan, menghancurkan secara mekanis dan kimiawi, menghasilkan asam lambung dan enzim pepsin.","misalnya, makanan dapat berada di lambung 3-4 jam untuk dicerna menjadi chyme (makanan setengah cair).","ingat ya, kesehatan lambung penting untuk pencernaan yang efisien.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2007,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan detail,jelaskan struktur dan fungsi jantung dengan detail!,"jantung: organ berrongga empat ruang (2 atrium, 2 ventrikel), dinding otot tebal, katup cegah balik. fungsi: memompa darah ke seluruh tubuh melalui peredaran darah besar dan kecil.",jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2008,organ tubuh manusia dan hewan,gangguan atau penyakit pada organ-or,apa itu pada organ-organ utama?,"penyakit organ: jantung koroner, stroke, diabetes (pankreas), pneumonia (paru-paru), hepatitis (hati), gagal ginjal, alzheimer (otak), osteoporosis (tulang).",banyak penyakit organ dapat dicegah atau ditunda dengan gaya hidup sehat.,deteksi dini penyakit organ meningkatkan efektivitas pengobatan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2009,organ tubuh manusia dan hewan,fungsi otak dan bagaimana cara merawat ke,"coba jelaskan, apa sih merawat kesehatan otak?","otak: pusat kontrol tubuh, tempat berpikir dan memori, mengatur emosi.",kamu pasti pernah lihat: otak menggunakan 20% energi tubuh meskipun hanya 2% berat badan.,"penting: tidur cukup, belajar aktif, dan olahraga teratur menjaga kesehatan otak.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2010,organ tubuh manusia dan hewan,struktur dan fungsi hati,apa itu dan fungsi hati?,hati: organ terbesar dalam tubuh (1-1.,hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2011,organ tubuh manusia dan hewan,fungsi ginjal dan bagaimana cara kerjanya,apa fungsi ginjal dan bagaimana cara kerjanya?,"ginjal: menyaring darah menghasilkan urin, menjaga keseimbangan air dan garam, mengatur tekanan darah, menghasilkan hormon. setiap orang memiliki dua ginjal.",ginjal menyaring 1.5 liter darah setiap menit dan menghasilkan 1-2 liter urin per hari.,penyakit ginjal dapat dicegah dengan minum air cukup dan hidup sehat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2012,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan d,apa itu jantung dengan detail?,"jantung: organ berrongga empat ruang (2 atrium, 2 ventrikel), dinding otot tebal, katup cegah balik.",jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2013,organ tubuh manusia dan hewan,organ-organ utama dalam tubuh manusi,"coba jelaskan, apa sih dalam tubuh manusia?","organ utama manusia: jantung (pompa darah), paru-paru (pernapasan), hati (detoksifikasi dan metabolisme), ginjal (penyaring darah), otak (pusat kontrol), lambung (pencernaan), usus halus (penyerapan), otot dan tulang (gerak dan dukungan).",kamu pasti pernah lihat: setiap organ memiliki fungsi spesifik yang tidak dapat digantikan oleh organ lain.,penting: koordinasi antar organ memastikan tubuh berfungsi dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2014,organ tubuh manusia dan hewan,fungsi paru-paru dalam tubuh manusia,jelaskan dalam tubuh manusia!,"paru-paru: organ pernapasan yang melakukan pertukaran gas (oÃ¢â€šâ€š masuk, coÃ¢â€šâ€š keluar). paru-paru kanan 3 lobus, kiri 2 lobus.","misalnya, pernapasan memasukkan oÃ¢â€šâ€š dan mengeluarkan coÃ¢â€šâ€š di alveolus paru-paru.","ingat ya, kapasitas paru-paru dapat dilatih dengan olahraga teratur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2015,organ tubuh manusia dan hewan,perbedaan antara organ dan sistem or,"coba jelaskan, apa sih dan sistem organ?",organ: struktur tunggal yang terdiri dari beberapa jaringan.,"kamu pasti pernah lihat: paru-paru adalah organ, tapi sistem pernapasan adalah kombinasi paru-paru, trakea, dan diafragma.",penting: pemahaman level organ dan sistem penting untuk fisiologi tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2016,organ tubuh manusia dan hewan,hormon dan fungsinya dalam t,apa itu fungsinya dalam tubuh?,"hormon: zat kimia yang dihasilkan kelenjar endokrin, mengatur berbagai fungsi tubuh (pertumbuhan, reproduksi, metabolisme, stres).","insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.",keseimbangan hormon penting untuk kesehatan fisik dan mental.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2017,organ tubuh manusia dan hewan,organ-organ dalam sistem pencernaan dan f,sebutkan organ-organ dalam sistem pencernaan dan fungsinya!,"organ pencernaan: mulut (mastikasi), esofagus (menelan), lambung (pencernaan protein), usus halus (penyerapan nutrisi), usus besar (penyerapan air), rektum (penyimpanan feses), anus (pengeluaran).",setiap organ bekerja secara koordinasi untuk mengolah makanan secara efisien.,gangguan pada salah satu organ dapat mempengaruhi fungsi pencernaan keseluruhan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2018,organ tubuh manusia dan hewan,sistem reproduksi manusia dan organ-organ,jelaskan sistem reproduksi manusia dan organ-organnya!,"sistem reproduksi pria: testis, penis, prostat. sistem reproduksi wanita: ovarium, uterus, vagina. fungsi: menghasilkan gamet dan berkembang biak.","hormon seks (testosteron, estrogen, progesteron) mengontrol perkembangan dan fungsi reproduksi.",kesehatan reproduksi penting untuk fertilitas dan kesehatan umum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2019,organ tubuh manusia dan hewan,struktur dan fungsi hati,jelaskan struktur dan fungsi hati!,"hati: organ terbesar dalam tubuh (1-1.5 kg), terletak di rongga perut sebelah kanan atas. fungsi: detoksifikasi, metabolisme, produksi empedu, penyimpanan glukosa dan vitamin.",hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2020,organ tubuh manusia dan hewan,sistem reproduksi manusia dan organ-,apa itu manusia dan organ-organnya?,"sistem reproduksi pria: testis, penis, prostat.","hormon seks (testosteron, estrogen, progesteron) mengontrol perkembangan dan fungsi reproduksi.",kesehatan reproduksi penting untuk fertilitas dan kesehatan umum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2021,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan d,"coba jelaskan, apa sih jantung dengan detail?","jantung: organ berrongga empat ruang (2 atrium, 2 ventrikel), dinding otot tebal, katup cegah balik.",kamu pasti pernah lihat: jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,penting: kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2022,organ tubuh manusia dan hewan,sistem imun tubuh melawan penyakit,bagaimana sistem imun tubuh melawan penyakit?,"sistem imun: pertahanan tubuh terhadap patogen, terdiri dari sel darah putih, antibodi, dan organ limfoid. respon imun: spesifik (adaptif) dan non-spesifik (innate).",vaksin melatih sistem imun untuk mengenali patogen sebelum infeksi nyata terjadi.,sistem imun yang kuat dapat mencegah berbagai penyakit infeksi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2023,organ tubuh manusia dan hewan,menjaga kesehatan organ-organ,"coba jelaskan, apa sih kesehatan organ-organ tubuh?","cara: pola makan sehat bergizi seimbang, olahraga teratur, istirahat cukup, hindari rokok dan alkohol, checkup kesehatan berkala, manajemen stres, kebersihan personal.",kamu pasti pernah lihat: kebiasaan hidup sehat sejak muda mencegah penyakit degeneratif di usia tua.,penting: kesehatan organ tubuh adalah investasi terbaik untuk hidup berkualitas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2024,organ tubuh manusia dan hewan,fungsi tulang dalam tubuh,"coba jelaskan, apa sih tulang dalam tubuh?","tulang: struktur keras yang menopang tubuh, melindungi organ vital, tempat pembentukan sel darah merah, menyimpan mineral seperti kalsium dan fosfor.",kamu pasti pernah lihat: tulang kerangka manusia terdiri dari 206 tulang di orang dewasa yang tersambung oleh sendi dan ligamen.,penting: kalsium dan latihan penting untuk menjaga kepadatan dan kekuatan tulang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
298,peredaran darah,penyakit jantung,apa itu jantung yang berbahaya?,"penyakit jantung berbahaya: penyakit jantung koroner, serangan jantung, stroke, gagal jantung, dan aritmia jantung.","faktor risiko: merokok, hipertensi, kolesterol tinggi, obesitas, dan stres.",deteksi dini dan pengobatan dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
299,peredaran darah,jantung dan pembuluh darah,jelaskan dalam peredaran darah!,"kapiler adalah pembuluh darah terkecil tempat pertukaran zat terjadi: oksigen dan nutrisi keluar dari darah masuk ke jaringan, sedangkan karbon dioksida dan limbah keluar dari jaringan masuk ke darah.","misalnya, pertukaran zat ini memastikan setiap sel tubuh mendapat nutrisi dan oksigen yang dibutuhkan.","ingat ya, kapiler dengan dinding yang tipis memungkinkan proses pertukaran zat berjalan efisien.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
300,peredaran darah,penyakit jantung,sebutkan penyakit jantung yang berbahaya!,"penyakit jantung berbahaya: penyakit jantung koroner, serangan jantung, stroke, gagal jantung, dan aritmia jantung.","faktor risiko: merokok, hipertensi, kolesterol tinggi, obesitas, dan stres.",deteksi dini dan pengobatan dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
301,peredaran darah,jantung dan pembuluh darah,jelaskan struktur dan fungsi jantung dalam peredaran darah!,jantung adalah organ berongga berdinding tebal yang memiliki empat kamar (dua atrium dan dua ventrikel) yang berfungsi memompa darah ke seluruh tubuh.,setiap detak jantung menghasilkan tekanan yang mendorong darah keluar dari jantung.,jantung yang sehat adalah kunci untuk peredaran darah yang lancar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
302,peredaran darah,jantung dan pembuluh darah,"coba jelaskan, apa sih dan kecil bekerja?",peredaran besar: darah keluar dari ventrikel kiri Ã¢â€ â€™ arteri Ã¢â€ â€™ seluruh tubuh Ã¢â€ â€™ vena Ã¢â€ â€™ kembali ke atrium kanan.,"kamu pasti pernah lihat: dalam satu siklus jantung, darah mengalami kedua jenis peredaran secara bersamaan.",penting: sistem peredaran ganda ini memastikan oksigen disediakan ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
303,peredaran darah,jantung dan pembuluh darah,"coba jelaskan, apa sih dan pembuluh darah?","jantung memompa darah melalui sistem pembuluh darah yang terdiri dari arteri, vena, dan kapiler.",kamu pasti pernah lihat: jantung dan pembuluh darah adalah bagian penting dari jantung dan pembuluh darah.,penting: sistem peredaran darah adalah jantung dari kehidupan kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
304,peredaran darah,aliran darah dalam tubuh,"coba jelaskan, apa sih peredaran darah besar?",peredaran besar: ventrikel kiri memompa darah Ã¢â€ â€™ aorta Ã¢â€ â€™ arteri di seluruh tubuh Ã¢â€ â€™ kapiler jaringan (pertukaran zat) Ã¢â€ â€™ vena Ã¢â€ â€™ vena cava Ã¢â€ â€™ atrium kanan.,"kamu pasti pernah lihat: dalam satu perjalanan, darah mengunjungi setiap bagian tubuh.",penting: aliran yang lancar sangat penting untuk kesehatan seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
305,peredaran darah,jantung dan pembuluh darah,jelaskan memiliki empat kamar!,"empat kamar jantung memungkinkan pemisahan darah beroksigen dan rendah oksigen, serta dua pompa yang kuat untuk peredaran darah besar dan kecil.","misalnya, atrium menerima darah, ventrikel memompa darah dengan tenaga lebih besar.","ingat ya, struktur empat kamar ini sangat efisien untuk sistem peredaran darah mamalia.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
306,peredaran darah,fungsi peredaran darah,jelaskan fungsi peredaran darah!,"mengangkut oksigen, nutrisi, hormon, dan mengeluarkan sisa metabolisme seperti karbon dioksida.","misalnya, peredaran darah adalah bagian penting dari fungsi peredaran darah.","ingat ya, tanpa peredaran darah yang lancar, organ tidak bisa berfungsi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
307,peredaran darah,jantung dan pembuluh darah,"coba jelaskan, apa sih dan pembuluh darah?","jantung memompa darah melalui sistem pembuluh darah yang terdiri dari arteri, vena, dan kapiler.",kamu pasti pernah lihat: detak jantung rata-rata manusia dewasa adalah 60-100 kali per menit.,penting: sistem peredaran darah adalah jantung dari kehidupan kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
308,peredaran darah,jantung dan pembuluh darah,apa fungsi jantung dan pembuluh darah dalam jantung dan pembuluh darah?,jantung dan pembuluh darah memiliki fungsi mengalirkan darah ke seluruh tubuh untuk membawa oksigen dan nutrisi,detak jantung rata-rata manusia dewasa adalah 60-100 kali per menit.,sistem peredaran darah adalah jantung dari kehidupan kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
309,peredaran darah,fungsi peredaran darah,"coba jelaskan, apa sih fungsi peredaran darah?","mengangkut oksigen, nutrisi, hormon, dan mengeluarkan sisa metabolisme seperti karbon dioksida.",kamu pasti pernah lihat: sel darah merah membawa oksigen ke seluruh jaringan tubuh.,"penting: tanpa peredaran darah yang lancar, organ tidak bisa berfungsi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
310,peredaran darah,jantung dan pembuluh darah,"coba jelaskan, apa sih darah dan fungsinya?","arteri membawa darah beroksigen dari jantung, vena membawa darah rendah oksigen kembali ke jantung, dan kapiler tempat pertukaran zat antara darah dan jaringan.",kamu pasti pernah lihat: arteri memiliki dinding tebal untuk menahan tekanan darah tinggi dari jantung.,penting: ketiga jenis pembuluh darah ini bekerja sama untuk sistem peredaran yang efisien.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
311,peredaran darah,jantung dan pembuluh darah,apa itu dalam peredaran darah?,jantung adalah organ berongga berdinding tebal yang memiliki empat kamar (dua atrium dan dua ventrikel) yang berfungsi memompa darah ke seluruh tubuh.,setiap detak jantung menghasilkan tekanan yang mendorong darah keluar dari jantung.,jantung yang sehat adalah kunci untuk peredaran darah yang lancar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
312,peredaran darah,jantung dan pembuluh darah,apa itu dan kecil bekerja?,peredaran besar: darah keluar dari ventrikel kiri Ã¢â€ â€™ arteri Ã¢â€ â€™ seluruh tubuh Ã¢â€ â€™ vena Ã¢â€ â€™ kembali ke atrium kanan.,"dalam satu siklus jantung, darah mengalami kedua jenis peredaran secara bersamaan.",sistem peredaran ganda ini memastikan oksigen disediakan ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
313,peredaran darah,jantung dan pembuluh darah,jelaskan tentang jantung dan pembuluh darah dalam jantung dan pembuluh darah!,"jantung memompa darah melalui sistem pembuluh darah yang terdiri dari arteri, vena, dan kapiler.",jantung dan pembuluh darah adalah bagian penting dari jantung dan pembuluh darah.,sistem peredaran darah adalah jantung dari kehidupan kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
314,peredaran darah,penyakit jantung,"coba jelaskan, apa sih jantung yang berbahaya?","penyakit jantung berbahaya: penyakit jantung koroner, serangan jantung, stroke, gagal jantung, dan aritmia jantung.","kamu pasti pernah lihat: faktor risiko: merokok, hipertensi, kolesterol tinggi, obesitas, dan stres.",penting: deteksi dini dan pengobatan dapat menyelamatkan nyawa.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
315,peredaran darah,fungsi peredaran darah,jelaskan karakteristik peredaran darah dalam fungsi peredaran darah!,"mengangkut oksigen, nutrisi, hormon, dan mengeluarkan sisa metabolisme seperti karbon dioksida.",sel darah merah membawa oksigen ke seluruh jaringan tubuh.,"tanpa peredaran darah yang lancar, organ tidak bisa berfungsi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
316,peredaran darah,jantung dan pembuluh darah,sebutkan jantung dan pembuluh darah dalam jantung dan pembuluh darah!,"jantung memompa darah melalui sistem pembuluh darah yang terdiri dari arteri, vena, dan kapiler.",detak jantung rata-rata manusia dewasa adalah 60-100 kali per menit.,sistem peredaran darah adalah jantung dari kehidupan kita.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
317,peredaran darah,fungsi peredaran darah,sebutkan peredaran darah dalam fungsi peredaran darah!,"mengangkut oksigen, nutrisi, hormon, dan mengeluarkan sisa metabolisme seperti karbon dioksida.",sel darah merah membawa oksigen ke seluruh jaringan tubuh.,"tanpa peredaran darah yang lancar, organ tidak bisa berfungsi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
318,peredaran darah,fungsi peredaran darah,"coba jelaskan, apa sih fungsi peredaran darah?",peredaran darah penting karena menjaga homeostasis tubuh dan mendukung semua fungsi organ.,kamu pasti pernah lihat: sel darah merah membawa oksigen ke seluruh jaringan tubuh.,penting: memahami peran peredaran darah membantu kita mengerti fungsi peredaran darah,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
319,peredaran darah,fungsi peredaran darah,mengapa peredaran darah penting dalam fungsi peredaran darah?,peredaran darah penting karena menjaga homeostasis tubuh dan mendukung semua fungsi organ,sel darah merah membawa oksigen ke seluruh jaringan tubuh.,memahami peran peredaran darah membantu kita mengerti fungsi peredaran darah,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
